�ɺt�W��,����,����,�q�v�W��,IMDB�Τ�벼�ƶq,�w��,�W�u���,IMDB����,�q�vFB������,�y��,��a
Sean Durkin,348,2981638,Martha Marcy May Marlene?,40425,,2011,6.9,0,English,USA
Gillian Robespierre,155,3122616,Obvious Child?,16594,,2014,6.8,0,English,USA
Courtney Hunt,181,2508841,Frozen River?,21746,1000000,2008,7.2,0,English,USA
Morgan Neville,149,4946250,20 Feet from Stardom?,9540,1000000,2013,7.4,14000,English,USA
James Toback,54,1950218,Two Girls and a Guy?,5933,1000000,1997,5.6,387,English,USA
Nicole Holofcener,18,1277257,Walking and Talking?,2629,1000000,1996,6.8,227,English,UK
Peter Cattaneo,122,45857453,The Full Monty?,82232,3500000,1997,7.2,0,English,UK
Chris Paine,87,1677838,Who Killed the Electric Car??,11283,1000000,2006,7.7,0,English,USA
Greg Berlanti,51,1744858,The Broken Hearts Club: A Romantic Comedy?,6084,1000000,2000,7,671,English,USA
Don Coscarelli,260,,Bubba Ho-Tep?,38893,1000000,2002,7.2,0,English,USA
Rob Letterman,218,80021740,Goosebumps?,47988,58000000,2015,6.4,35000,English,USA
Marc Levin,16,982214,Slam?,1976,1000000,1998,7.2,603,English,USA
Richard Dutcher,12,798341,Brigham City?,983,1000000,2001,7.2,100,English,USA
Khalid Mohamed,1,610991,Fiza?,2715,1000000,2000,6.2,92,Hindi,India
Mel Brooks,48,,History of the World: Part I?,36559,11000000,1981,6.9,0,English,USA
Trey Parker,59,582024,Orgazmo?,30396,1000000,1997,6.2,0,English,USA
David Gordon Green,88,548712,All the Real Girls?,9233,2500000,2003,6.9,571,English,USA
Finn Taylor,28,464655,Dream with the Fishes?,1524,1000000,1997,7,166,English,USA
Karen Moncrieff,44,464126,Blue Car?,3142,1000000,2002,6.7,115,English,USA
José Luis Valenzuela,13,428535,Luminarias?,505,1000000,2000,3.6,24,English,USA
Gia Coppola,117,750100,Palo Alto?,19752,,2013,6.3,0,English,USA
Scandar Copti,100,621240,Ajami?,4999,,2009,7.4,0,Arabic,Germany
Goran Dukic,117,104077,Wristcutters: A Love Story?,46076,1000000,2006,7.4,11000,English,USA
Mike Cahill,140,334658,I Origins?,75633,,2014,7.3,32000,English,USA
Efram Potelle,29,279282,The Battle of Shaker Heights?,3806,1000000,2003,6.1,150,English,USA
Peter Jackson,308,43982842,The Lovely Bones?,125114,65000000,2009,6.7,16000,English,USA
Joshua Oppenheimer,248,484221,The Act of Killing?,23836,1000000,2012,8.2,20000,Indonesian,UK
Alex Gibney,84,274661,Taxi to the Dark Side?,10564,1000000,2007,7.7,0,English,USA
Paul Crowder,40,144431,Once in a Lifetime: The Extraordinary Story of the New York Cosmos?,1290,1000000,2006,7.3,587,English,UK
Rohit Jagessar,,227241,Guiana 1838?,56,,2004,7.4,32,English,USA
Griffin Dunne,13,112521,Lisa Picard Is Famous?,455,,2000,5.7,25,English,USA
Anthony Powell,31,287761,Antarctica: A Year on Ice?,2482,1000000,2013,7.6,0,English,New Zealand
Kief Davidson,43,100240,A Lego Brickumentary?,1220,1000000,2014,6.8,0,English,Denmark
Johnny Remo,2,96734,Hardflip?,606,1000000,2012,5.6,706,English,USA
Vivek Agnihotri,4,49000,Chocolate: Deep Dark Secrets?,1524,1500000,2005,4.8,31,Hindi,India
Ti West,238,100659,The House of the Devil?,30160,900000,2009,6.4,0,English,USA
Nick Tomnay,112,48430,The Perfect Host?,20176,500000,2010,6.8,0,English,USA
John Hamburg,33,21210,Safe Men?,2735,1000000,1998,6.1,157,English,USA
Nickolas Perry,8,,Speedway Junky?,1434,1000000,1999,5.2,27,English,USA
Dan Zukovic,95,22434,The Last Big Thing?,334,,1996,6.9,43,English,USA
Craig Mazin,29,12996,The Specials?,1938,1000000,2000,6,210,English,USA
Becky Smith,3,,16 to Life?,397,1000000,2009,6.3,143,English,USA
Eric Nicholas,71,10018,Alone with Her?,3228,1000000,2006,6.1,244,English,USA
Benjamin Dickinson,36,62480,Creative Control?,1048,1000000,2015,5.5,793,English,USA
Hal Haberman,56,6387,Special?,4862,1000000,2006,6.9,0,English,USA
Darren Stein,8,5494,Sparkler?,377,,1997,5.6,17,English,USA
A. Raven Cruz,3,,The Helix... Loaded?,534,1000000,2005,1.9,128,English,USA
Brian Trenchard-Smith,8,721,In Her Line of Fire?,783,1000000,2006,4.1,42,English,Germany
Frank Whaley,9,703,The Jimmy Show?,480,1500000,2001,5.4,47,English,USA
Amat Escalante,87,,Heli?,3499,1000000,2013,6.8,0,Spanish,Mexico
Wajahat Rauf,6,,Karachi se Lahore?,876,1000000,2015,7,259,Urdu,Pakistan
Katherine Brooks,14,,Loving Annabelle?,9190,1000000,2006,6.7,501,English,USA
David Cross,20,,Hits?,1359,1000000,2014,5.8,903,English,USA
Randall Rubin,23,,Jimmy and Judy?,1420,1000000,2006,6.2,138,English,USA
Robert Bennett,6,,Frat Party?,1612,1000000,2009,2.8,297,English,USA
Guy Hamilton,12,,The Party's Over?,340,,1965,7.3,32,English,UK
Mary Pat Kelly,2,,Proud?,275,1000000,2004,5.8,141,English,USA
Lori Petty,12,,The Poker House?,3943,,2008,6.5,599,English,USA
Charlie Levi,,,Childless?,33,1000000,2008,6.1,3,English,USA
Kevin Hamedani,64,,ZMD: Zombies of Mass Destruction?,3650,500000,2009,5.1,0,English,USA
David DeCoteau,7,,Snow White: A Deadly Summer?,634,1000000,2012,2.2,150,English,USA
Mikel Rueda,9,,Hidden Away?,955,,2014,7.2,68,Spanish,Spain
Stefan C. Schaefer,21,,My Last Day Without You?,982,1000000,2011,5.7,370,English,USA
Michael Taliferro,,,Steppin: The Movie?,293,1000000,2009,3.4,41,English,USA
David DeCoteau,1,,Doc Holliday's Revenge?,93,1000000,2014,3.8,54,English,USA
Katie Aselton,95,,Black Rock?,6531,,2012,4.7,0,English,USA
Robert Heath,40,,Truth or Die?,6513,1000000,2012,5.6,968,English,UK
D. Stevens,6,,The Pet?,425,1000000,2006,3.9,91,English,USA
Jeffrey St. Jules,16,,Bang Bang Baby?,137,1000000,2014,5.4,48,English,Canada
Robert Hall,39,,Fear Clinic?,6256,1000000,2015,5.2,936,English,USA
K. King,150,,Zombie Hunter?,2057,1000000,2013,3.5,0,English,USA
Jonathan Meyers,1,,A Fine Step?,207,1000000,2014,5.3,212,,USA
Danny Boyle,393,2319187,Trance?,92640,20000000,2013,7,23000,English,UK
Ralph Nelson,32,,Charly?,4998,,1968,7.1,785,English,USA
Blair Erickson,78,,Banshee Chapter?,6265,950000,2013,5.5,2000,English,Germany
,,,Jesse?            ,954,,,5.9,57,English,USA
Allison Burnett,8,,Ask Me Anything?,7870,950000,2014,6,884,English,USA
Richard Schenkman,6,,And Then Came Love?,443,989000,2007,4.8,42,English,USA
Sanjay Rawal,9,,Food Chains?,265,913000,2014,7.1,489,English,USA
Elia Kazan,134,9600000,On the Waterfront?,100890,910000,1954,8.2,0,English,USA
Kat Coiro,18,20186,L!fe Happens?,6025,930000,2011,5.7,995,English,USA
Cristian Mungiu,233,1185783,"4 Months, 3 Weeks and 2 Days?",44763,590000,2007,7.9,14000,Romanian,Romania
Brian Dorton,10,,The Horror Network Vol. 1?,139,3000000,2015,7.3,52,English,USA
David Slade,231,1007962,Hard Candy?,131969,950000,2005,7.1,12000,English,USA
Jamie Babbit,65,381186,The Quiet?,13485,900000,2005,6.4,698,English,USA
Maryam Keshavarz,76,439958,Circumstance?,6277,,2011,5.9,0,Persian,France
Ryan Coogler,327,16097842,Fruitvale Station?,53919,900000,2013,7.5,17000,English,USA
Ramaa Mosley,62,6643,The Brass Teapot?,11965,900000,2012,6.4,0,English,USA
James Algar,116,102797150,Bambi?,94225,,1942,7.4,0,English,USA
Charles Herman-Wurmfeld,73,442638,The Hammer?,5489,850000,2007,7.3,337,English,USA
Ric Roman Waugh,238,42919096,Snitch?,64748,15000000,2013,6.5,12000,English,USA
C. Jay Cox,35,819939,Latter Days?,14580,850000,2003,7.2,0,English,USA
Mariette Monpierre,2,,Elza?,19,900000,2011,6.7,24,French,France
Tommy Oliver,6,,1982?,122,1000000,2013,7.1,181,English,USA
Jamie Travis,115,1243961,"For a Good Time, Call...?",13421,850000,2012,6,0,English,USA
Lee Toland Krieger,193,3094687,Celeste & Jesse Forever?,24391,,2012,6.7,0,English,USA
Rich Christiano,16,15278,Time Changer?,1742,825000,2002,5.6,409,English,USA
Paul Andrew Williams,68,,London to Brighton?,7308,500000,2006,7,933,English,UK
Nick Love,16,,American Hero?,2706,990000,2015,4.9,549,English,USA
Natalie Bible',7,,Windsor Drive?,169,100000,2015,3.2,312,English,USA
Asghar Farhadi,354,7098492,A Separation?,151812,500000,2011,8.4,48000,Persian,Iran
Justin Molotnikov,16,,Crying with Laughter?,190,,2009,6.9,33,English,UK
Todd Solondz,74,4771000,Welcome to the Dollhouse?,26513,800000,1995,7.5,0,English,USA
Victor Nunez,11,1001437,Ruby in Paradise?,2039,800000,1993,7.2,81,English,USA
Peter Sollett,59,2073984,Raising Victor Vargas?,4743,800000,2002,7.2,219,English,France
Georg Wilhelm Pabst,71,9950,Pandora's Box?,7431,,1929,8,926,German,Germany
Daniel Davila,5,,Harrison Montgomery?,59,850000,2008,7.4,18,English,USA
Jorge Gaggero,25,,Live-In Maid?,772,800000,2004,7.2,83,Spanish,Argentina
Rod Lurie,29,144583,Deterrence?,2256,800000,1999,6.5,130,English,France
Michael Burke,17,,The Mudge Boy?,3480,800000,2003,7.2,396,English,USA
Catherine Jelski,13,58163,The Young Unknowns?,122,,2000,4.2,4,English,USA
Shane Dawson,6,35688,Not Cool?,4167,600000,2014,5.1,0,English,USA
Tommy Wirkola,224,41709,Dead Snow?,54601,800000,2009,6.4,23000,Norwegian,Norway
Ryan Little,33,1310270,Saints and Soldiers?,17725,780000,2003,6.8,1000,English,USA
Clark Baker,1,,Vessel?,292,,2012,6.2,14,English,USA
George Lucas,100,115000000,American Graffiti?,63839,777000,1973,7.5,0,English,USA
Robert Greenwald,21,,Iraq for Sale: The War Profiteers?,1477,750000,2006,7.7,274,English,USA
Matt Maiellaro,82,5518918,Aqua Teen Hunger Force Colon Movie Film for Theaters?,12160,750000,2007,6.9,307,English,USA
Colin Trevorrow,271,4007792,Safety Not Guaranteed?,101287,750000,2012,7,31000,English,USA
Leslie Small,5,7705974,Kevin Hart: Laugh at My Pain?,3543,,2011,7.5,614,English,USA
Ben Wheatley,255,26297,Kill List?,25750,500000,2011,6.3,0,English,UK
Ti West,292,77501,The Innkeepers?,27260,750000,2011,5.5,0,English,USA
David S. Goyer,178,42638165,The Unborn?,42183,16000000,2009,4.8,0,English,USA
Bernardo Bertolucci,120,,The Conformist?,17813,750000,1970,8.1,0,Italian,Italy
Neil Burger,31,47329,Interview with the Assassin?,1661,750000,2002,6.6,163,English,USA
Oliver Blackburn,114,18378,Donkey Punch?,9376,900000,2008,5.2,0,English,UK
Jonathan Levine,233,,All the Boys Love Mandy Lane?,25951,750000,2006,5.6,2000,English,USA
Christopher Hutson,8,,Bled?,851,750000,2009,3.1,128,English,USA
Fred Zinnemann,153,,High Noon?,80193,750000,1952,8.1,3000,English,USA
Steve James,53,7830611,Hoop Dreams?,18980,700000,1994,8.3,0,English,USA
David LaChapelle,49,3278611,Rize?,2877,,2005,7.1,903,English,USA
Joseph Kosinski,4,,Destiny?,3089,,2014,8.1,1000,English,USA
Michael Cuesta,64,1141829,L.I.E.?,8509,700000,2001,7.2,420,English,USA
Caryn Waechter,23,,The Sisterhood of Night?,1354,1000000,2014,6.3,523,English,USA
Emily Dell,8,,B-Girl?,551,,2009,4,303,English,USA
Peter Jackson,446,218051260,King Kong?,316027,207000000,2005,7.2,0,English,New Zealand
Jaume Collet-Serra,228,32048809,House of Wax?,94463,30000000,2005,5.3,0,English,Australia
Ryan Fleck,208,2694973,Half Nelson?,70885,700000,2006,7.2,0,English,USA
Jennifer Wynne Farmer,2,10508,Naturally Native?,103,700000,1998,6.5,102,English,USA
Christopher Scott Cherot,25,2301777,Hav Plenty?,819,650000,1997,6.5,161,English,USA
H.M. Coakley,8,,Adulterers?,514,750000,2015,4.9,158,English,USA
Randy Moore,143,169719,Escape from Tomorrow?,7384,,2013,5.2,0,English,USA
Chris Atkins,21,,Starsuckers?,474,400000,2009,7.4,203,English,UK
Bill Benenson,1,,The Hadza: Last of the First?,5,650000,2014,7.4,5,English,USA
Ryan Smith,34,,After?,3699,650000,2012,5.4,1000,English,USA
Travis Romero,5,,Treachery?,344,625000,2013,3.9,0,English,USA
Anna Mastro,10,,Walter?,1432,700000,2015,5.3,0,English,USA
Mark Sandrich,66,3000000,Top Hat?,13269,609000,1935,7.8,1000,English,USA
Daniel Myrick,360,140530114,The Blair Witch Project?,186786,60000,1999,6.4,0,English,USA
Michael Wadleigh,53,13300000,Woodstock?,12631,600000,1970,8.1,0,English,USA
John Landis,82,,The Kentucky Fried Movie?,13915,650000,1977,6.5,0,English,USA
Jon Gunn,15,171988,Mercy Streets?,448,600000,2000,5.6,12,English,USA
Gene Teigland,,23616,Arnolds Park?,94,600000,2007,5.6,11,English,USA
Scott Ziehl,18,13493,Broken Vessels?,531,600000,1998,6.6,51,English,USA
Richard Montoya,,79043,Water & Power?,85,,2013,6.3,358,English,USA
Johanna Schwartz,22,,They Will Have to Kill Us First?,74,400000,2015,7.7,34,French,UK
William Gazecki,15,,Crop Circles: Quest for Truth?,204,750000,2002,7,32,English,USA
Lance McDaniel,,,Light from the Darkroom?,6,600000,2014,8,9,English,USA
Thomas Lilti,18,,Irreplaceable?,389,,2016,7.2,36,French,France
Michael Walker,8,,The Maid's Room?,719,600000,2013,4.5,128,English,USA
Richard Lester,105,515005,A Hard Day's Night?,31429,560000,1964,7.7,0,English,UK
U. Roberto Romano,3,2245,The Harvest/La Cosecha?,57,560000,2011,7.2,88,English,USA
Amy Holden Jones,4,,Love Letters?,487,550000,1983,6.1,7,English,USA
Blaz Zavrsnik,2,,Julija in alfa Romeo?,86,500000,2015,6.4,18,Slovenian,Slovenia
Alex Kendrick,50,33451479,Fireproof?,17068,500000,2008,6.5,0,English,USA
Pan Nalin,19,,Faith Connections?,113,550000,2013,7,126,Hindi,India
Joe Camp,5,39552600,Benji?,3411,500000,1974,6.1,816,English,USA
Chris Kentis,235,30500882,Open Water?,42256,500000,2003,5.7,0,English,USA
Matt Walsh,8,,High Road?,1305,,2011,5.4,244,English,USA
John 'Bud' Cardos,95,17000000,Kingdom of the Spiders?,3274,500000,1977,5.9,0,English,USA
Marilyn Agrelo,84,8044906,Mad Hot Ballroom?,3156,,2005,7.5,588,English,USA
Tom McCarthy,154,5739376,The Station Agent?,58260,500000,2003,7.7,0,English,USA
Brian Baugh,20,3773863,To Save a Life?,4583,1000000,2009,7.1,0,English,USA
Patrick Creadon,88,3117666,Wordplay?,3394,,2006,7.4,694,English,USA
Barry W. Blaustein,70,2047570,Beyond the Mat?,6790,500000,1999,7.6,491,English,USA
Kurt Hale,5,1250798,The Singles Ward?,1099,500000,2002,6.4,43,English,USA
Siddiq Barmak,105,1127331,Osama?,7559,46000,2003,7.4,0,Dari,Afghanistan
Joseph Dorman,29,906666,Sholem Aleichem: Laughing in the Darkness?,154,500000,2011,6.8,287,English,USA
Greg Harrison,46,1114943,Groove?,3562,500000,2000,6.5,0,English,USA
Kurt Hale,3,1111615,The R.M.?,651,500000,2003,6,44,English,USA
Michael Polish,54,985341,Twin Falls Idaho?,3479,500000,1999,7.3,180,English,USA
Jacob Aaron Estes,126,603943,Mean Creek?,26407,500000,2004,7.3,1000,English,USA
Morgan J. Freeman,17,334041,Hurricane Streets?,1038,500000,1997,6.5,51,English,USA
Eric Schaeffer,25,295468,Never Again?,709,500000,2001,6,139,English,USA
Neema Barnette,11,243347,Civil Brand?,553,500000,2002,5.3,86,English,USA
Steve Buscemi,81,154077,Lonesome Jim?,6884,500000,2005,6.6,238,English,USA
Joe Swanberg,155,342936,Drinking Buddies?,45928,,2013,6.1,0,English,USA
Molly Bernstein,39,151389,Deceptive Practice: The Mysteries and Mentors of Ricky Jay?,774,500000,2012,7.1,590,English,USA
Akira Kurosawa,153,269061,Seven Samurai?,229012,2000000,1954,8.7,11000,Japanese,Japan
Marius A. Markevicius,26,133778,The Other Dream Team?,3086,500000,2012,8.4,0,English,USA
Tom DiCillo,10,,Johnny Suede?,3013,500000,1991,5.8,344,English,Switzerland
Justin Lin,35,52850,Finishing the Game: The Search for a New Bruce Lee?,1656,500000,2007,6.2,155,English,USA
Quentin Dupieux,230,98017,Rubber?,26185,500000,2010,5.8,46000,English,France
Tim Johnson,165,177343675,Home?,70136,135000000,2015,6.7,26000,English,USA
C. Jay Cox,9,31937,Kiss the Bride?,1358,500000,2007,5.7,60,English,USA
Alex Smith,17,13134,The Slaughter Rule?,2004,500000,2002,6.1,183,English,USA
Gareth Edwards,344,237301,Monsters?,75669,500000,2010,6.4,19000,English,UK
Jonathan Parker,2,,The Californians?,299,,2005,5,29,English,USA
Sol Tryon,28,12055,The Living Wake?,739,500000,2007,6.5,339,English,USA
Alex Craig Mann,29,1332,Detention of the Dead?,2038,500000,2012,4.6,898,English,USA
Hao Ning,11,,Crazy Stone?,2097,3000000,2006,7.7,23,Mandarin,China
Stephen Kijak,48,,Scott Walker: 30 Century Man?,1006,500000,2006,7.3,808,English,UK
Marc Forster,24,,Everything Put Together?,601,100000,2000,6.6,22,English,USA
Andrew Niccol,166,316842,Good Kill?,15756,,2014,6.4,0,English,USA
Daston Kalili,,,Insomnia Manica?,16,500000,2005,5.8,0,English,USA
William Gazecki,9,,The Outrageous Sophie Tucker?,38,500000,2014,7.2,16,English,USA
Ol Parker,48,,Now Is Good?,26863,,2012,7.2,0,English,UK
Michael Hoffman Jr.,64,,Girls Gone Dead?,2012,500000,2012,3.5,0,English,USA
Patrick Gilles,,,America Is Still the Place?,22,,2015,7.5,337,English,USA
Georgia Hilton,1,,Subconscious?,292,,2015,2.2,353,English,USA
Tamra Davis,111,37188667,Crossroads?,34219,12000000,2002,3.3,0,English,USA
Jack Heller,26,,Enter Nowhere?,5025,500000,2011,6.6,701,English,USA
Fernando Baez Mella,1,,The King of Najayo?,197,500000,2012,6.9,126,Spanish,Dominican Republic
Warren Sheppard,3,,Fight to the Finish?,60,150000,2016,4,381,English,USA
Darren Lynn Bousman,10,,Alleluia! The Devil's Carnival?,259,500000,2016,7.4,707,English,USA
Justin Paul Miller,1,,The Sound and the Shadow?,30,,2014,8.3,70,English,USA
Joel Paul Reisig,1,,Rodeo Girl?,62,500000,2016,5.7,0,English,USA
Catherine Gund,10,21199,Born to Fly: Elizabeth Streb vs. Gravity?,40,500000,2014,6.8,44,English,USA
Luke Dye,1,,The Little Ponderosa Zoo?,15,500000,2016,5.2,9,English,USA
Sam Raimi,525,234903076,Oz the Great and Powerful?,175413,215000000,2013,6.4,60000,English,USA
Michael Herz,96,,The Toxic Avenger?,19253,475000,1984,6.2,0,English,USA
Matty Rich,8,2712293,Straight Out of Brooklyn?,475,450000,1991,5.9,123,English,USA
Paul Greengrass,92,768045,Bloody Sunday?,19732,2000000,2002,7.7,0,English,UK
Alec Asten,1,,Diamond Ruff?,53,500000,2015,4.3,62,English,USA
Hans Canosa,365,379122,Conversations with Other Women?,10143,450000,2005,7.1,0,English,UK
Lloyd Kaufman,88,23000,Poultrygeist: Night of the Chicken Dead?,5931,500000,2006,6.2,0,English,USA
Matthew Watts,3,,Mutual Friends?,64,450000,2013,6.8,31,English,USA
Lloyd Bacon,65,2300000,42nd Street?,7921,439000,1933,7.7,439,English,USA
Joe Kenemore,,,Rise of the Entrepreneur: The Search for a Better Way?,78,450000,2014,8.2,460,English,USA
Whit Stillman,71,2938208,Metropolitan?,7143,225000,1990,7.5,865,English,USA
Kay Pollak,34,9910,As It Is in Heaven?,13543,25000000,2004,7.6,0,Swedish,Sweden
Eric England,15,,Roadside?,268,,2013,4.1,61,English,USA
Jared Hess,220,44540956,Napoleon Dynamite?,161448,400000,2004,6.9,0,English,USA
Jeremy Saulnier,279,258113,Blue Ruin?,42678,1066167,2013,7.1,0,English,USA
Oren Peli,409,107917283,Paranormal Activity?,184824,15000,2007,6.3,12000,English,USA
Stacy Peralta,86,1293295,Dogtown and Z-Boys?,10366,,2001,7.7,0,English,USA
Terry Gilliam,131,1229197,Monty Python and the Holy Grail?,382240,229575,1975,8.3,14000,English,UK
Richard Glatzer,69,1689999,Quinceañera?,3675,400000,2006,7.1,426,Spanish,USA
Sue Corcoran,8,11798,Gory Gory Hallelujah?,179,100000,2003,4.7,39,English,USA
,75,,Heroes?            ,202115,,,7.7,0,English,USA
Jonathan Caouette,72,592014,Tarnation?,5709,218,2003,7.2,754,English,USA
Ray Griggs,4,425899,I Want Your Money?,1123,400000,2010,5.1,638,English,USA
Matt Jackson,9,,Love in the Time of Monsters?,143,500000,2014,5.4,194,English,USA
Lucio Fulci,203,126387,The Beyond?,14985,400000,1981,6.9,2000,Italian,Italy
,11,,Home Movies?            ,7458,,,8.2,526,English,USA
Tom Vaughan,148,80276912,What Happens in Vegas?,140740,35000000,2008,6.1,0,English,USA
Paul Fox,80,,The Dark Hours?,4788,500000,2005,6.1,166,English,Canada
Stephen Frears,46,,My Beautiful Laundrette?,10577,650000,1985,6.9,0,English,UK
Ari Kirschenbaum,8,25918,Fabled?,191,,2002,5.8,7,English,USA
Cassandra Nicolaou,10,,Show Me?,369,900000,2004,6,12,French,Canada
Ingmar Bergman,76,,Cries & Whispers?,19964,400000,1972,8.2,0,Swedish,Sweden
D.W. Griffith,69,,Intolerance: Love's Struggle Throughout the Ages?,10718,385907,1916,8,691,,USA
Roger Nygard,43,617172,Trekkies?,4407,375000,1997,7,672,English,USA
Harry Beaumont,36,2808000,The Broadway Melody?,4546,379000,1929,6.3,167,English,USA
Sam Raimi,304,,The Evil Dead?,141219,375000,1981,7.6,12000,English,USA
Franck Khalfoun,279,12843,Maniac?,27297,6000000,2012,6.1,0,English,France
Mor Loushy,23,34151,Censored Voices?,186,450000,2015,7.2,111,Hebrew,Israel
Henry Alex Rubin,110,1523883,Murderball?,9037,1750211,2005,7.8,0,English,USA
Sam Firstenberg,40,4000000,American Ninja 2: The Confrontation?,6046,350000,1987,4.7,583,English,USA
Doug Block,45,84689,51 Birch Street?,695,,2005,7.5,70,English,Germany
,23,,Revolution?            ,72017,,,6.7,17000,English,USA
Chad Kapper,4,,Rotor DR1?,209,350000,2015,3.4,240,English,USA
John Carpenter,318,47000000,Halloween?,157863,300000,1978,7.9,12000,English,USA
Sidney Lumet,177,,12 Angry Men?,447785,350000,1957,8.9,40000,English,USA
Paul Fierlinger,51,246574,My Dog Tulip?,1272,,2009,6.9,675,English,USA
Frank Capra,124,,It Happened One Night?,64888,325000,1934,8.2,0,English,USA
Yorgos Lanthimos,211,110197,Dogtooth?,44864,,2009,7.3,13000,Greek,Greece
Lauren Lazin,26,7707563,Tupac: Resurrection?,7687,,2003,8,0,English,USA
